CUMULATIVE LATENT POWER,Power_latent,Power_web_sensible,Power_ink_sensible,Power_total
W,W,W,W,W
SOLVENT 1
8174.0657567156, 8174.0657567156, 461.259640150663, 31.0659992106467, 8666.39139607691
8284.66197236612, 8284.66197236612, 466.064428068899, 29.9140237235354, 8780.64042415855
8393.24734773208, 8393.24734773208, 471.469814476915, 28.7954112719902, 8893.51257348098
8501.83272309804, 8501.83272309804, 476.87520088493, 27.6431937732219, 9006.35111775619
8608.40725817945, 8608.40725817945, 482.881185782725, 26.5181161531266, 9117.8065601153
8713.97637311858, 8713.97637311858, 490.088367660079, 25.4327975909597, 9229.49753836962
8818.54006791544, 8818.54006791544, 497.295549537434, 24.3182301913951, 9340.15384764427
8921.09292242774, 8921.09292242774, 505.703928394347, 23.2447702004191, 9450.0416210225
9022.64035679776, 9022.64035679776, 514.712905741039, 22.1625977897927, 9559.51586032859
9122.17695088322, 9122.17695088322, 524.923080067291, 21.1064934919299, 9668.20652444244
9219.70270468414, 9219.70270468414, 535.733852883322, 20.0454798147402, 9775.4820373822
9314.21219805822, 9314.21219805822, 547.745822678912, 19.0129889399775, 9880.97100967711
9406.71085114774, 9406.71085114774, 561.559587943841, 18.0054944120691, 9986.27593350365
9496.19324381043, 9496.19324381043, 575.97395169855, 16.9922434640344, 10089.159438973
9582.65937604629, 9582.65937604629, 592.790709412375, 16.0210506846693, 10191.4711361433
9665.80762181264, 9665.80762181264, 610.808664105761, 15.0541121245026, 10291.6703980429
9745.23581305255, 9745.23581305255, 630.628414268485, 14.1086745714017, 10389.9729018924
9820.64232372336, 9820.64232372336, 652.850558390326, 13.1965516515356, 10486.6894337652
9891.72552778238, 9891.72552778238, 676.874497981507, 12.3047922839476, 10580.9048180478
9958.18379918692, 9958.18379918692, 703.300831531805, 11.4471600172998, 10672.931790736
10019.8160539085, 10019.8160539085, 731.528960551442, 10.6159381370447, 10761.960952597
10076.4212079187, 10076.4212079187, 762.159483530197, 9.8254157028709, 10848.4061071518
10127.7981771891, 10127.7981771891, 795.19240046807, 9.08171560969932, 10932.0722932669
10173.9469617197, 10173.9469617197, 830.627711365061, 8.38906960421732, 11012.9637426889
10215.0686455388, 10215.0686455388, 867.864817731391, 7.74350869525085, 11090.6769719654
10251.0626866323, 10251.0626866323, 906.903719567059, 7.15735646210303, 11165.1237626615
10282.4317950714, 10282.4317950714, 946.543219892506, 6.6201943029419, 11235.5952092668
